Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
divorce lawyers rochester ny,22,22,210,18,4.26,https://www.tullylegal.com/rochester-family/divorce-lawyer/,0,0,0.00,0.59,758000,"[35,43,35,35,18,66,81,43,43,35,43,43]",2026-04-24,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
top divorce lawyers in new york,57,57,70,37,6.51,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.73,52000000,"[35,82,2,2,5,7,10,17,10,12,10,23]",2026-03-31,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
divorce in ny with child,20,20,110,16,0.00,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0,176,"[53,42,34,26,42,42,42,42,42,34,34,53]",2026-04-05,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce attorney westchester,81,81,50,41,10.95,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.84,124,"[23,17,23,23,23,17,100,82,52,29,5,5]",2026-05-03,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce lawyer in the bronx,13,13,320,7,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,1790000,"[30,20,100,45,13,16,16,20,20,13,8,8]",2026-03-30,"Local pack, Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",commercial,Organic
divorce lawyer in the bronx,20,20,320,7,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,1790000,"[30,20,100,45,13,16,16,20,20,13,8,8]",2026-03-30,"Local pack, Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",commercial,Organic
navy divorce lawyer,9,9,40,14,7.56,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.67,2540000,"[18,18,18,45,36,18,63,63,45,36,63,45]",2026-03-19,"Sitelinks, Video, Related searches, AI overview",informational,Organic
navy divorce lawyer,12,12,40,14,7.56,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.67,2540000,"[18,18,18,45,36,18,63,63,45,36,63,45]",2026-03-19,"Sitelinks, Video, Related searches, AI overview",informational,Organic
are divorce settlements public record,29,29,30,10,0.96,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.28,181,"[11,11,11,11,11,11,17,29,29,17,17,17]",2026-03-25,"Sitelinks, Video, FAQ, Related searches, AI overview",informational,Organic
what to expect when filing for divorce,91,91,30,12,0.79,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.4,12300000,"[9,9,14,9,9,9,23,19,14,14,19,19]",2026-05-01,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
tell me best approach to handle uncontested divorce in ny,14,14,70,7,0.00,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0,245000,"[100,81,63,36]",2026-03-23,"Video, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
discreet divorce attorneys for affluent professionals new york,56,56,50,3,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,614000,"[55,100,100,100,11,11]",2026-04-20,"Local pack, Video, AI overview",informational,Organic
lawyer in divorce,85,85,720,34,3.43,https://www.tullylegal.com/brooklyn-family/divorce/,0,0,0.00,0.32,225000000,"[68,68,100,46,46,20,20,25,25,20,5,11]",2026-04-11,"Video, FAQ, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic
contested vs uncontested divorce ny,51,0,40,0,0.00,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.32,132,"[9,9,9,9,9,9,33,23,23,19,33,23]",2026-05-05,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview","commercial, informational",Organic
mediation vs divorce,27,27,210,7,1.45,https://www.tullylegal.com/resources/articles/mediation-vs-litigation-choosing-the-right-path-for-your-divorce/,0,0,0.00,0.4,0,"[43,43,54,54,66,43,43,43,43,29,35,35]",2026-03-13,"Video, Related searches, AI overview","commercial, informational",Organic
best divorce attorney in new york,67,67,30,46,6.51,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.73,32700000,"[1,1,2,4,5,2,6,9,2,2,2,2]",2026-04-16,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
copy of divorce papers nyc,44,44,70,45,0.79,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.36,7000000,"[100,81,81,81,81,45,63,63,63,81,63,45]",2026-03-18,"Image pack, Video, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
best divorce attorney new york,62,62,210,49,6.51,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.73,87800000,"[20,55,3,5,5,5,20,13,13,16,10,10]",2026-04-04,"Local pack, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
divorce wealth protection,16,16,40,3,0.00,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0,0,"[21,14,21,21,28,14,35,78,21,14,50,28]",2026-03-13,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
asset protection trust divorce,32,32,40,6,2.25,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.32,12100000,"[50,28,35,28,28,28,35,50,28,14,14,7]",2026-05-02,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer new york 10172,90,90,40,43,0.00,https://www.tullylegal.com/manhattan-family/,0,0,0.00,0,1650000,"[0,0,0,0,11,0,55,77,77,100,100,100]",2026-04-28,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
military divorce and alimony,75,75,30,18,2.03,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.22,2960000,"[22,22,33,33,33,22,33,55,22,22,22,22]",2026-03-19,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
moving out before divorce is final,8,8,70,0,1.33,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.06,160,"[100,63,45,27,45,45,45,63,45,45,100,63]",2026-04-03,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
military retirement benefits divorce,12,12,70,24,1.97,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.17,150,"[100,77,33,55,77,77,44,77,77,55,55,77]",2026-03-22,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce law firms,25,25,590,39,10.25,https://www.tullylegal.com/brooklyn-family/divorce/,0,0,0.00,0.6,139,"[20,100,24,20,20,13,81,55,24,30,30,20]",2026-04-05,"Local pack, Video, Ads top, Related searches, Ads middle",commercial,Organic
syracuse divorce lawyers,29,29,320,14,4.47,https://www.tullylegal.com/syracuse-family/,0,0,0.00,0.7,106,"[8,81,100,54,81,54,23,28,44,44,54,44]",2026-04-21,"Local pack, Sitelinks, Related searches",commercial,Organic
syracuse divorce lawyers,30,30,320,14,4.47,https://www.tullylegal.com/syracuse-family/divorce-lawyer/,0,0,0.00,0.7,106,"[8,81,100,54,81,54,23,28,44,44,54,44]",2026-04-21,"Local pack, Sitelinks, Related searches",commercial,Organic
syracuse divorce lawyers,43,43,320,14,4.47,https://www.tullylegal.com/syracuse-family/,0,0,0.00,0.7,106,"[8,81,100,54,81,54,23,28,44,44,54,44]",2026-04-21,"Local pack, Sitelinks, Related searches",commercial,Organic
albany divorce attorneys,17,17,70,34,9.56,https://www.tullylegal.com/albany-family/,0,0,0.00,0.71,827000,"[9,9,15,9,43,65,21,15,28,12,3,12]",2026-04-29,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
albany divorce attorneys,19,19,70,34,9.56,https://www.tullylegal.com/albany-family/,0,0,0.00,0.71,827000,"[9,9,15,9,43,65,21,15,28,12,3,12]",2026-04-29,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
albany divorce attorneys,51,51,70,34,9.56,https://www.tullylegal.com/albany-family/divorce-lawyer/,0,0,0.00,0.71,827000,"[9,9,15,9,43,65,21,15,28,12,3,12]",2026-04-29,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
divorce lawyers in brooklyn,70,70,170,17,16.56,https://www.tullylegal.com/brooklyn-family/divorce/,0,0,0.00,0.74,2590000,"[44,29,36,10,7,12,29,12,15,10,23,10]",2026-05-04,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
how do i file for divorce in ny,14,14,260,31,1.56,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.71,157,"[19,29,12,29,36,54,12,67,100,12,5,12]",2026-03-11,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
how do i file for divorce in ny,21,21,260,31,1.56,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.71,157,"[19,29,12,29,36,54,12,67,100,12,5,12]",2026-03-11,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
military retirement pay and divorce,20,20,50,13,2.36,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.13,157,"[0,21,7,78,0,7,35,28,100,35,35,28]",2026-03-25,"Sitelinks, Video, Related searches, Short videos, AI overview",informational,Organic
moving out during divorce,16,16,70,4,1.33,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.2,149,"[52,52,33,33,33,33,19,14,14,19,19,14]",2026-03-27,"Sitelinks, Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
rochester new york divorce lawyers,85,85,70,18,4.26,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.59,0,"[7,7,14,7,14,7,64,100,78,100,78,78]",2026-03-12,"Local pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic
mediation vs court divorce,13,13,50,0,0.58,https://www.tullylegal.com/resources/articles/mediation-vs-litigation-choosing-the-right-path-for-your-divorce/,0,0,0.00,0.25,145,"[44,77,77,55,100,55,55,55,33,44,44,44]",2026-03-23,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
first steps to filing for divorce,25,25,40,30,1.92,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.63,29800000,"[11,33,33,22,33,44,44,55,33,55,55,100]",2026-04-18,"Video, Video Carousel, Related searches, AI overview",informational,Organic
what are the steps in divorce,23,23,90,28,0.60,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.35,184,"[34,42,42,34,53,42,42,42,26,34,26,26]",2026-03-15,"Sitelinks, Video, Related searches, AI overview",informational,Organic
divorce mediation vs litigation attorneys comparison,40,27,40,0,0.00,https://www.tullylegal.com/resources/articles/mediation-vs-litigation-choosing-the-right-path-for-your-divorce/,0,0,0.00,0,3850000,"[100,55,44,11,0]",2026-05-06,"Sitelinks, Video, Discussions and forums, AI overview","commercial, informational",Organic
portage county ohio divorce records,5,5,90,37,0.00,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.02,1200000,"[50,64,50,50,50,78,78,78,64,78,64,78]",2026-03-29,"People also ask, Related searches","informational, transactional",People also ask
divorce decree new york,16,16,140,28,1.42,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.29,0,"[21,81,43,100,28,34,65,21,34,28,43,34]",2026-03-15,"Video, FAQ, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
what is the first step to file for divorce,17,17,70,32,1.37,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.59,190000000,"[18,100,27,63,63,63,63,63,63,63,63,63]",2026-04-11,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
get divorce in ny,40,40,30,30,2.13,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.62,213000000,"[35,35,50,35,28,21,21,14,21,21,0,14]",2026-04-10,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
is ny a no fault divorce state,59,59,110,21,1.40,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.05,149,"[7,7,9,11,11,9,17,11,11,14,9,9]",2026-03-23,"Sitelinks, Video, Related searches, AI overview",informational,Organic
best divorce attorney rochester ny,46,46,90,24,3.51,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.57,793000,"[64,64,64,78,50,100,64,64,78,78,50,50]",2026-03-20,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
best divorce attorney rochester ny,76,76,90,24,3.51,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.57,793000,"[64,64,64,78,50,100,64,64,78,78,50,50]",2026-03-20,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
best divorce attorney rochester ny,91,91,90,24,3.51,https://www.tullylegal.com/rochester-family/,0,0,0.00,0.57,793000,"[64,64,64,78,50,100,64,64,78,78,50,50]",2026-03-20,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
are assets in a trust protected from divorce,85,85,90,7,0.85,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.08,25000000,"[63,81,81,100,81,45,81,45,100,63,63,100]",2026-03-19,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
albany oregon divorce attorney,53,53,70,26,4.68,https://www.tullylegal.com/albany-family/,0,0,0.00,0.6,532000,"[55,100,77,55,55,77,44,77,77,77,77,100]",2026-04-02,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
army divorce,11,11,110,20,2.92,https://www.tullylegal.com/our-firm/news/military-attorney-sean-timmons-explains-what-is-a-military-divorce/,0,0,0.00,0.3,0,"[26,26,26,34,53,42,100,65,53,19,11,65]",2026-03-16,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
what is maintenance in a divorce,96,96,110,23,0.86,https://www.tullylegal.com/resources/articles/what-you-need-to-know-about-alimony-spousal-maintenance/,0,0,0.00,0.05,62600000,"[5,3,4,5,7,4,5,5,3,7,4,4]",2026-04-13,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
monmouth county military divorce attorney,85,85,70,2,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,74500,"[9,45,63,45,63,63,63,63,81,100,100,100]",2026-03-12,"Local pack, AI overview",informational,Organic
divorce records buffalo ny,10,10,30,31,0.75,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.63,2410000,"[100,18,18,18,18,18,18,18,18,18,18,18]",2026-04-29,"Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
divorce records buffalo ny,56,56,30,31,0.75,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.63,2410000,"[100,18,18,18,18,18,18,18,18,18,18,18]",2026-04-29,"Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
divorce in ny,2,2,880,35,2.78,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.67,216000000,"[100,20,34,30,24,30,20,24,20,20,20,16]",2026-04-06,"Video, Video Carousel, Related searches, Short videos, Things to know, Discussions and forums, AI overview",informational,Things to know
divorce in ny,34,34,880,35,2.78,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.67,216000000,"[100,20,34,30,24,30,20,24,20,20,20,16]",2026-04-06,"Video, Video Carousel, Related searches, Short videos, Things to know, Discussions and forums, AI overview",informational,Organic
divorce in ny,91,91,880,35,2.78,https://www.tullylegal.com/our-firm/news/i-spent-100k-on-my-mistress-and-now-my-wife-wants-to-take-everything-else-i-need-to-stop-her-from-ruining-my-life/,0,0,0.00,0.67,216000000,"[100,20,34,30,24,30,20,24,20,20,20,16]",2026-04-06,"Video, Video Carousel, Related searches, Short videos, Things to know, Discussions and forums, AI overview",informational,Organic
getting divorced in new york state,46,46,70,29,2.13,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.62,174,"[64,78,28,64,78,64,50,35,50,78,50,35]",2026-03-27,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
getting divorced in new york state,84,84,70,29,2.13,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.62,174,"[64,78,28,64,78,64,50,35,50,78,50,35]",2026-03-27,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
nys uncontested divorce packet,31,31,50,27,2.49,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.33,303000,"[11,11,64,64,64,64,11,11,11,11,11,11]",2026-04-09,"Video, Related searches",informational,Organic
divorce lawyer near manhattan new york,18,18,40,48,0.00,https://www.tullylegal.com/manhattan-family/,0,0,0.00,0.81,152000000,"[2,4,7,2,4,9,17,2,2,0,2,2]",2026-04-29,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce lawyer near manhattan new york,19,19,40,48,0.00,https://www.tullylegal.com/manhattan-family/,0,0,0.00,0.81,152000000,"[2,4,7,2,4,9,17,2,2,0,2,2]",2026-04-29,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce attorney staten island,20,20,50,18,11.42,https://www.tullylegal.com/staten-island-family/,0,0,0.00,0.67,1200000,"[100,0,0,9,4,14,42,0,80,9,9,0]",2026-03-19,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
divorce attorney staten island,43,43,50,18,11.42,https://www.tullylegal.com/staten-island-family/,0,0,0.00,0.67,1200000,"[100,0,0,9,4,14,42,0,80,9,9,0]",2026-03-19,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
divorce mediation new york city,33,33,40,29,8.44,https://www.tullylegal.com/legal-services/mediation/,0,0,0.00,0.35,0,"[33,33,44,33,44,11,55,55,55,100,33,22]",2026-03-12,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
military divorce lawyers in washington,38,38,70,9,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,143,"[1,1,1,1,2,2,11,11,9,9,26,9]",2026-03-25,"Local pack, Sitelinks, Ads bottom, AI overview",commercial,Organic
does divorced spouse get social security,68,68,50,47,0.23,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.12,0,"[35,50,50,50,50,35,35,35,28,35,28,14]",2026-03-14,"Video, Related searches, Short videos, AI overview","informational, transactional",Organic
does divorced spouse get social security,74,74,50,47,0.23,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.12,0,"[35,50,50,50,50,35,35,35,28,35,28,14]",2026-03-14,"Video, Related searches, Short videos, AI overview","informational, transactional",Organic
does divorced spouse get social security,80,80,50,47,0.23,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.12,0,"[35,50,50,50,50,35,35,35,28,35,28,14]",2026-03-14,"Video, Related searches, Short videos, AI overview","informational, transactional",Organic
divorce attorney buffalo,62,62,40,38,5.04,https://www.tullylegal.com/buffalo-family/,0,0,0.00,0.62,2530000,"[81,0,63,36,0,100,36,36,18,18,9,63]",2026-04-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce in ny without spouse signature,47,47,50,0,3.21,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.58,8220000,"[15,6,34,6,9,9,15,15,15,12,21,21]",2026-04-10,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
ny uncontested divorce attorney,21,21,90,16,9.91,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.08,4420000,"[17,82,100,100,23,100,29,29,29,17,82,64]",2026-04-22,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
ny uncontested divorce attorney,62,62,90,16,9.91,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.08,4420000,"[17,82,100,100,23,100,29,29,29,17,82,64]",2026-04-22,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
diy uncontested divorce nyc,66,66,30,29,2.05,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.53,178,"[18,18,100,18,18,18,18,18,18,18,18,18]",2026-04-09,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
el paso military divorce attorney,76,76,30,0,2.91,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.61,153,"[20,40,40,60,40,60,100,100,80,60,40,60]",2026-03-22,"Local pack, Related searches",commercial,Organic
do i need a lawyer to file for divorce,33,33,170,23,3.11,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.56,0,"[53,43,66,43,28,28,43,43,66,43,43,28]",2026-03-15,"Video, Related searches, AI overview","commercial, informational",Organic
best strategies for protecting assets during divorce in new york,1,1,70,0,0.00,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0,49600000,"[28,78,78,100,7,0]",2026-04-26,"Video, People also ask, Discussions and forums, AI overview","commercial, informational",AI overview
best strategies for protecting assets during divorce in new york,50,50,70,0,0.00,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0,49600000,"[28,78,78,100,7,0]",2026-04-26,"Video, People also ask, Discussions and forums, AI overview","commercial, informational",Organic
uncontested divorce papers ny,24,24,170,28,2.10,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.32,117,"[82,53,66,53,53,43,23,35,82,28,28,23]",2026-05-02,"Video, People also ask, Related searches, Discussions and forums",informational,Organic
uncontested divorce papers ny,30,30,170,28,2.10,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.32,117,"[82,53,66,53,53,43,23,35,82,28,28,23]",2026-05-02,"Video, People also ask, Related searches, Discussions and forums",informational,Organic
uncontested divorce benefits,69,69,40,0,0.70,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.2,0,"[28,14,42,57,42,28,100,100,71,71,100,71]",2026-03-12,"Video, AI overview",informational,Organic
wife moved out before divorce florida,25,25,40,0,1.63,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.08,153000000,"[45,36,36,36,36,45,27,36,27,63,36,36]",2026-03-29,"Sitelinks, Video, Discussions and forums, AI overview",informational,Organic
wife moved out before divorce florida,31,31,40,0,1.63,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.08,153000000,"[45,36,36,36,36,45,27,36,27,63,36,36]",2026-03-29,"Sitelinks, Video, Discussions and forums, AI overview",informational,Organic
how to apply divorce in usa,16,16,70,42,1.30,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.76,122000000,"[100,81,45,63,63,63,81,81,63,63,81,63]",2026-03-24,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to begin the divorce process,13,13,140,31,1.66,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.67,0,"[42,80,26,34,34,42,42,34,100,34,53,100]",2026-03-16,"Video, Video Carousel, Related searches, Discussions and forums",informational,Organic
divorce attorney military,20,20,40,19,11.63,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.05,11100000,"[11,23,17,17,11,11,29,100,5,5,5,5]",2026-03-12,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
steps to take before filing for divorce,94,94,50,29,0.73,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.4,34400000,"[27,18,18,18,63,45,81,100,81,63,45,63]",2026-04-29,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
copy of divorce decree nyc,36,36,90,35,0.79,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.36,146,"[52,42,52,42,66,33,42,33,42,42,33,23]",2026-04-29,"Sitelinks, Video, People also ask, FAQ, Related searches, AI overview",informational,Organic
divorce lawyer nyc,63,63,1900,50,6.43,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.27,13900000,"[66,52,66,66,80,66,66,66,66,44,36,44]",2026-05-04,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
ny state divorce laws,90,90,720,31,6.43,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.27,151,"[45,36,45,45,81,36,55,24,36,45,24,24]",2026-03-15,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
divorce law in new york,69,69,90,27,2.66,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.1,169,"[100,14,10,8,8,0,10,10,14,18,22,14]",2026-03-21,"Sitelinks, Video, Related searches, AI overview",informational,Organic
new york divorce laws property,11,11,50,7,0.00,https://www.tullylegal.com/resources/articles/how-is-marital-property-determined-in-new-york/,0,0,0.00,0.29,0,"[18,27,36,45,45,36,63,81,63,100,81,45]",2026-03-12,"Sitelinks, Video, Related searches, AI overview",informational,Organic
military spouse benefits after divorce,73,73,70,13,1.12,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.27,13400000,"[78,35,78,50,50,35,50,64,64,50,35,50]",2026-04-21,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
professional family & divorce solicitor in new york,39,39,50,50,0.00,https://www.tullylegal.com/saratoga-family/,0,0,0.00,0,52400000,"[100,55,0]",2026-03-27,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
professional family & divorce solicitor in new york,57,57,50,50,0.00,https://www.tullylegal.com/manhattan-family/,0,0,0.00,0,52400000,"[100,55,0]",2026-03-27,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
divorce in new york state,28,28,320,33,2.78,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.67,31700,"[36,29,44,81,44,29,29,23,36,36,29,23]",2026-04-28,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
