Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Keyword Intents,URL,Traffic Change,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,Position Type,Keyword SERP Features (New),Keyword SERP Features (Lost)
terms and conditions of employment,3,4,70,16,2.05,informational,https://www.tullylegal.com/resources/articles/clear-terms-conditions-key-to-successful-employment-agreements/,3,0.02,8.00,0.07,153,"[64,64,78,64,50,28,50,64,50,35,35,28]",2026-03-14,Organic,,People also ask
how many points to suspend license in ny,11,0,3600,27,1.18,informational,https://www.tullylegal.com/our-firm/news/ny-drivers-face-tougher-license-suspension-rules-under-new-points-system/,3,0.01,3.00,0,2450000,"[44,44,44,44,54,44,44,35,44,44,44,54]",2026-04-30,Organic,,
what is considered marital property in new york,2,0,40,13,1.01,informational,https://www.tullylegal.com/resources/articles/how-is-marital-property-determined-in-new-york/,3,0.01,3.00,0.14,167,"[23,19,19,33,19,19,9,14,9,9,19,9]",2026-03-21,Organic,,
meps failed drug test,3,5,50,3,0.00,informational,https://www.tullylegal.com/resources/articles/what-happens-when-there-is-a-failed-drug-test-in-the-military/,2,0.01,0.00,0,353000,"[55,77,55,77,77,55,77,55,100,55,55,44]",2026-03-15,Organic,,People also ask
what is eapp,4,10,90,19,0.00,informational,https://www.tullylegal.com/resources/articles/e-qip-vs-eapp-whats-the-difference/,2,0.01,0.00,0.33,973000,"[64,52,64,52,41,52,64,41,41,41,29,11]",2026-04-07,Organic,Video Carousel,
lawyer for traffic violation,4,0,90,17,4.77,commercial,https://www.tullylegal.com/buffalo-criminal/traffic-lawyer/,2,0.01,9.00,0.37,150,"[0,0,1,0,0,0,1,1,2,0,0,1]",2026-03-21,Organic,,
department of social and family affairs,2,0,70,88,0.00,informational,https://www.tullylegal.com/resources/articles/what-to-do-if-you-get-a-call-from-child-protective-services/,2,0.01,0.00,0.01,307000000,"[34,26,11,19,26,26,3,26,26,19,26,34]",2026-04-27,People also ask,,
non compete clause in texas,4,0,50,6,4.59,informational,https://www.tullylegal.com/resources/articles/2026-update-clarifying-the-legal-status-of-non-competes-in-texas/,2,0.01,9.00,0.3,5460000,"[3,7,7,7,11,3,19,15,3,42,100,11]",2026-04-18,Organic,,
new york have the death penalty,6,9,70,14,0.00,informational,https://www.tullylegal.com/our-firm/news/why-doesnt-new-york-have-a-death-penalty/,2,0.01,0.00,0,196,"[5,7,5,17,7,5,5,3,14,4,5,5]",2026-04-07,Organic,,People also ask
tully rinckey law firm,1,0,90,66,7.59,navigational,https://www.tullylegal.com/locations/albany-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Albany&utm_content=homepage,2,0.01,15.00,0.57,73400,"[78,78,50,35,50,50,35,50,78,100,100,100]",2026-04-03,Local pack,,
federal employee discrimination law firm,3,0,40,44,10.80,informational,https://www.tullylegal.com/legal-services/federal-employment-law/,2,0.01,21.00,0.19,147000000,"[14,0,57,28,28,28,42,71,100,100,100,100]",2026-04-18,Organic,,
litigation attorney near me,20,0,1900,4,7.46,transactional,https://www.tullylegal.com/buffalo-litigation/,2,0.01,14.00,0.73,83000000,"[54,100,65,43,29,29,43,43,36,36,36,43]",2026-04-30,Organic,,
security clearance appeals,3,0,30,19,6.03,informational,https://www.tullylegal.com/resources/articles/understanding-the-security-clearance-appeal-process/,2,0.01,12.00,0.54,18700000,"[40,40,40,40,20,60,80,80,100,100,100,100]",2026-04-18,Organic,,
hatch act changes,3,0,40,15,0.00,informational,https://www.tullylegal.com/resources/articles/heres-how-updated-hatch-act-guidance-affects-current-and-former-federal-employees/,2,0.01,0.00,0.33,124,"[0,0,0,100,52,9,9,9,9,9,9,9]",2026-03-14,Organic,,
expert ucmj lawyer virtual consultation,1,0,70,5,0.00,"commercial, informational",https://www.tullylegal.com/legal-services/military-law/court-martial-ucmj-representation/,2,0.01,0.00,0,28200,"[14,100,100,100,100,100,100]",2026-04-27,AI overview,,
new york governor announces plan to ban smartphones in schools,6,0,70,29,0.00,informational,https://www.tullylegal.com/resources/articles/smartphone-ban-in-new-york-schools-set-to-take-effect-this-fall-what-parents-should-know-about-ban-on-personal-internet-enabled-devices/,2,0.01,0.00,0.33,91800,"[100,2,5,2,2,0,2,0,0,2,0,2]",2026-04-08,Organic,,
maryland raising minimum wage,7,0,90,27,0.00,informational,https://www.tullylegal.com/resources/articles/how-a-minimum-wage-hike-in-maryland-could-impact-employers/,2,0.01,0.00,0,2550000,"[23,17,7,17,17,28,17,12,17,17,66,35]",2026-04-11,Organic,,
death penalty in ny state,7,9,90,19,0.00,informational,https://www.tullylegal.com/our-firm/news/why-doesnt-new-york-have-a-death-penalty/,2,0.01,0.00,0.33,122000000,"[0,0,0,100,0,0,0,0,36,0,7,2]",2026-03-23,Organic,,People also ask
rochester new york business lawyers,1,0,40,24,0.00,commercial,https://www.tullylegal.com/locations/rochester-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Rochester&utm_content=homepage,2,0.01,0.00,0.33,69200000,"[22,0,22,0,22,22,33,44,55,100,77,77]",2026-04-30,Local pack,,
female family lawyer near me,2,10,90,21,5.75,transactional,https://www.tullylegal.com/albany-family/,2,0.01,11.00,0.64,204,"[66,33,42,9,19,33,42,42,66,33,52,33]",2026-04-08,Organic,,
labor attorneys near me,22,0,1900,56,4.15,transactional,https://www.tullylegal.com/albany-employment-law/,2,0.01,8.00,0.66,18900000,"[24,24,29,19,24,13,13,16,16,19,13,10]",2026-04-30,Organic,,
medically discharged from the army,1,0,50,11,4.03,informational,https://www.tullylegal.com/resources/articles/does-my-military-disability-qualify-for-retirement-pay/,2,0.01,8.00,0.02,2060000,"[66,66,80,33,23,23,23,0,0,4,4,4]",2026-04-26,People also ask,,
pros and cons of revocable vs irrevocable trust,3,9,40,28,0.82,"commercial, informational",https://www.tullylegal.com/resources/articles/revocable-vs-irrevocable-trusts-which-one-is-right-for-you/,2,0.01,1.00,0.41,159,"[11,11,11,11,11,11,11,11,100,17,11,11]",2026-03-25,Organic,"Video Carousel, Short videos","People also ask, Discussions and forums"
federal employment lawyers in washington dc,1,0,30,34,4.58,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,2,0.01,9.00,0.67,193000000,"[11,11,11,11,11,11,55,44,44,44,44,100]",2026-05-01,Local pack,,
austin business litigation attorney,1,0,40,36,0.00,informational,https://www.tullylegal.com/locations/austin-tx?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Austin&utm_content=homepage,2,0.01,0.00,0.24,13100000,"[18,18,36,27,45,36,100,81,36,18,36,27]",2026-04-08,Local pack,,
labor law attorney albany ny,2,4,140,11,2.75,commercial,https://www.tullylegal.com/albany-employment-law/,2,0.03,16.00,0.53,2840000,"[42,42,34,42,65,65,53,65,80,100,65,26]",2026-04-26,Organic,People also ask,
legal consulting fees,4,0,50,14,5.90,informational,https://www.tullylegal.com/resources/consultation-fee/,2,0.01,11.00,0.54,141000000,"[18,18,100,100,18,18,36,36,100,27,27,36]",2026-04-09,Organic,,
austin business litigation lawyer,1,0,30,7,9.44,commercial,https://www.tullylegal.com/locations/austin-tx?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Austin&utm_content=homepage,2,0.01,18.00,0.57,0,"[7,14,14,21,21,21,50,50,28,14,7,14]",2026-03-12,Local pack,,
civilian lawyers,10,15,880,13,6.92,commercial,https://www.tullylegal.com/legal-services/military-law/hire-civilian-attorney-court-martial/,2,0.01,20.00,0.76,124,"[0,3,24,100,0,0,0,0,0,28,1,1]",2026-03-26,Organic,Video Carousel,People also ask
department of defense security clearance,14,66,590,54,3.40,informational,https://www.tullylegal.com/resources/articles/how-to-get-a-security-clearance/,2,0.01,6.00,0.01,3970000,"[45,36,45,45,45,45,24,45,36,45,20,20]",2026-04-01,Organic,,People also ask
are fireworks legal in new york,1,0,390,15,0.00,informational,https://www.tullylegal.com/resources/articles/are-fireworks-legal-in-new-york-state-and-city-your-guide-to-safely-celebrating-this-summer/,2,0.01,0.00,0,22100000,"[7,2,2,5,13,52,100,11,5,5,4,13]",2026-04-20,AI overview,,
boundary dispute lawyers,1,0,90,9,4.50,informational,https://www.tullylegal.com/buffalo-real-estate/property-disputes-lawyer/,2,0.01,9.00,0.2,2310000,"[28,100,64,100,100,50,78,78,64,50,50,21]",2026-04-13,AI overview,,
what is a 15 6 investigation,3,0,40,5,0.00,informational,https://www.tullylegal.com/resources/articles/article-15-6-investigations-should-you-talk-to-the-investigator-without-an-attorney-present/,2,0.01,0.00,0.33,132,"[18,18,18,18,18,100,100,100,18,18,18,18]",2026-03-10,Organic,,
filing for sole custody in ny,3,8,40,0,55.72,informational,https://www.tullylegal.com/resources/articles/how-do-i-get-full-custody-of-my-child-in-new-york/,2,0.01,111.00,0.6,128,"[11,11,64,11,11,64,11,11,11,11,11,11]",2026-03-09,Organic,,People also ask
what is residential custody,1,0,110,1,0.00,informational,https://www.tullylegal.com/resources/articles/understanding-residential-and-legal-custody-in-new-york/,2,0.01,0.00,0.01,49000000,"[50,64,78,78,64,78,100,100,100,78,64,64]",2026-04-28,AI overview,,
employment lawyers syracuse ny,5,7,110,17,2.29,commercial,https://www.tullylegal.com/syracuse-employment-law/,2,0.01,4.00,0.75,8810000,"[66,42,66,52,80,33,33,42,42,52,33,33]",2026-03-20,Organic,,People also ask
probate ny,6,0,70,23,1.18,informational,https://www.tullylegal.com/resources/articles/how-long-does-probate-take-in-new-york-state/,2,0.01,2.00,0.37,22600000,"[17,29,52,52,41,11,17,29,41,52,41,52]",2026-04-07,Organic,,
estate and trust lawyers near me,5,0,90,7,4.54,transactional,https://www.tullylegal.com/albany-trust-and-estates/,2,0.01,9.00,0.73,0,"[64,64,64,64,78,64,78,64,100,50,35,35]",2026-03-19,Organic,,
civilian lawyer military law,5,0,70,9,9.76,informational,https://www.tullylegal.com/washington-dc/military-law/,2,0.01,19.00,0.66,136,"[50,50,21,50,64,78,35,64,50,78,100,50]",2026-04-24,Organic,,
employer legal,27,0,3600,65,4.47,informational,https://www.tullylegal.com/houston-employment-law/,2,0.01,8.00,0.44,375000000,"[2,1,2,100,66,44,0,3,36,54,44,36]",2026-04-30,Organic,,
family law solicitors near me,11,0,590,61,0.00,transactional,https://www.tullylegal.com/albany-family/,2,0.01,0.00,0.1,19900000,"[10,54,100,66,36,10,7,4,0,2,3,8]",2026-03-30,Organic,,
denied security clearance,7,28,90,19,8.01,"commercial, informational",https://www.tullylegal.com/resources/articles/7-deadly-sins-for-security-clearance-holders-and-applicants/,2,0.01,16.00,0.31,0,"[5,5,5,17,23,17,23,23,17,23,100,17]",2026-03-10,Organic,AI overview,People also ask
going awol,11,33,590,9,0.00,informational,https://www.tullylegal.com/resources/articles/when-does-awol-become-desertion/,2,0.01,0.00,0,0,"[67,67,54,54,44,81,81,67,67,44,67,54]",2026-03-19,Organic,,People also ask
what is gray divorce mean,6,11,90,19,0.03,informational,https://www.tullylegal.com/resources/articles/what-is-gray-divorce-and-how-can-it-affect-assets-and-retirement-planning/,2,0.01,0.00,0.28,149000000,"[4,4,4,4,4,4,10,35,35,66,35,10]",2026-03-22,Organic,AI overview,"People also ask, Discussions and forums"
e-quip,8,0,210,44,11.81,informational,https://www.tullylegal.com/resources/articles/e-qip-vs-eapp-whats-the-difference/,2,0.01,23.00,0.11,163000000,"[8,52,3,0,0,0,0,0,0,0,0,10]",2026-04-10,Organic,,
medboard army,7,12,390,22,0.00,informational,https://www.tullylegal.com/legal-services/military-law/medical-evaluation-boards/,2,0.01,0.00,0,127,"[72,32,32,32,59,48,48,48,59,39,17,32]",2026-04-23,Organic,People also ask,
suitability opm,3,9,140,35,0.00,navigational,https://www.tullylegal.com/resources/articles/what-opms-suitability-changes-mean-for-federal-employees-the-basics/,2,0.01,0.00,0.33,1320000,"[0,0,100,3,1,1,1,1,1,1,1,1]",2026-04-09,Organic,,People also ask
law firm business law,9,0,590,65,5.45,commercial,https://www.tullylegal.com/locations/washington-dc/legal-services/washington-d-c-business-law/,2,0.01,10.00,0.16,0,"[13,1,100,0,27,16,3,5,10,13,1,1]",2026-03-11,Organic,,
civilian lawyer for military,4,18,70,33,10.16,informational,https://www.tullylegal.com/legal-services/military-law/hire-civilian-attorney-court-martial/,2,0.01,20.00,0.8,27900000,"[14,23,33,23,33,14,52,42,42,23,42,42]",2026-04-09,Organic,"Local pack, Discussions and forums",Video Carousel
squatting laws new york,1,0,40,16,0.41,informational,https://www.tullylegal.com/resources/articles/new-york-legislators-stand-up-to-squatters-how-squatters-and-squatters-rights-cases-in-new-york-could-be-in-for-big-changes/,2,0.01,0.00,0.03,0,"[6,0,14,4,4,43,6,4,6,4,6,4]",2026-03-08,AI overview,,
are schedule 3 drugs federally legal,1,0,70,46,0.00,informational,https://www.tullylegal.com/resources/articles/what-rescheduling-of-marijuana-could-mean-for-federal-employees/,2,0.01,0.00,0.33,179000000,"[0,0,0,0,0,0,0,15,2,2,2,100]",2026-04-12,People also ask,,
will federal government legalize weed,1,0,70,40,0.00,informational,https://www.tullylegal.com/resources/articles/what-rescheduling-of-marijuana-could-mean-for-federal-employees/,2,0.01,0.00,0,24200000,"[9,12,9,9,9,6,1,9,6,9,15,15]",2026-04-29,People also ask,,
shared custody child support,7,32,90,7,0.00,informational,https://www.tullylegal.com/resources/articles/the-impact-of-shared-custody-on-child-support/,2,0.01,0.00,0,61400000,"[53,53,53,53,53,7,19,42,19,7,19,11]",2026-04-01,Organic,,"Video Carousel, People also ask"
does ucmj apply to veterans,1,0,40,35,0.00,informational,https://www.tullylegal.com/resources/articles/can-you-be-charged-under-the-ucmj-after-discharge/,2,0.01,0.00,0.33,376000,"[0,5,5,0,0,29,11,17,29,17,100,29]",2026-04-28,AI overview,,
attorneys for grandparents rights,4,0,140,0,4.37,informational,https://www.tullylegal.com/buffalo-family/grandparents-rights/,2,0.01,8.00,0.15,1690000,"[12,28,28,43,43,28,100,66,43,17,12,12]",2026-04-09,Organic,,
disability retirement federal government,1,0,140,38,0.00,informational,https://www.tullylegal.com/resources/articles/fers-disability-retirement-faqs-from-federal-employees/,2,0.01,0.00,0,109,"[66,80,100,100,52,52,66,4,80,80,100,100]",2026-04-11,AI overview,,
albany ny prostitutes,9,10,90,12,0.00,informational,https://www.tullylegal.com/albany-criminal/prostitution-lawyer/,2,0.01,0.00,0,112,"[34,34,26,26,26,34,26,26,26,53,34,42]",2026-04-02,Organic,,People also ask
does new york state still have the death penalty,6,10,70,11,0.00,informational,https://www.tullylegal.com/our-firm/news/why-doesnt-new-york-have-a-death-penalty/,2,0.01,0.00,0,115000000,"[19,19,19,34,26,15,19,19,34,26,26,26]",2026-04-01,Organic,AI overview,People also ask
terms & conditions of employment,3,4,50,21,2.05,informational,https://www.tullylegal.com/resources/articles/clear-terms-conditions-key-to-successful-employment-agreements/,2,0.01,6.00,0.07,153,"[45,63,27,63,63,63,63,45,63,45,45,36]",2026-03-28,Organic,,People also ask
lawyers for special needs children,1,0,70,10,0.00,informational,https://www.tullylegal.com/resources/articles/when-do-i-need-a-special-education-lawyer/,2,0.01,0.00,0,71300000,"[27,45,81,45,63,36,100,100,81,45,81,81]",2026-04-04,AI overview,,
medically discharged from navy,5,21,90,23,0.00,informational,https://www.tullylegal.com/guide-to-obtaining-a-medical-military-discharge/,2,0.01,0.00,0.01,1150000,"[52,52,42,52,42,33,33,33,19,42,42,33]",2026-03-10,Organic,Video Carousel,"Image pack, People also ask"
civilian defense counsel,2,0,40,8,0.00,informational,https://www.tullylegal.com/legal-services/military-law/hire-civilian-attorney-court-martial/,2,0.01,0.00,0.33,82600000,"[28,42,57,28,57,28,100,57,71,71,71,100]",2026-04-28,Organic,,
medically discharged from air force,4,16,40,24,0.00,informational,https://www.tullylegal.com/guide-to-obtaining-a-medical-military-discharge/,2,0.01,0.00,0.33,0,"[14,14,14,14,8,10,4,4,4,4,4,4]",2026-03-08,Organic,,"People also ask, AI overview"
clearance revoked,4,12,70,21,0.00,informational,https://www.tullylegal.com/resources/articles/can-you-appeal-a-revoked-security-clearance-after-a-job-loss/,2,0.01,0.00,0.06,9930000,"[52,52,66,23,19,9,19,100,23,23,19,19]",2026-04-27,Organic,"People also ask, Short videos",
tully law firm,9,27,110,38,4.58,commercial,https://www.tullylegal.com/attorneys/,2,0.01,9.00,0.41,1260000,"[52,42,66,66,42,42,52,52,52,52,33,52]",2026-04-21,Organic,,
union attorney,8,0,210,23,4.73,informational,https://www.tullylegal.com/legal-services/union-legal-services/,2,0.01,9.00,0.43,209000000,"[22,18,29,10,35,14,43,81,100,81,35,66]",2026-03-24,Organic,,
time out box,7,0,110,29,0.24,informational,https://www.tullylegal.com/resources/articles/parents-take-action-against-school-district-timeout-boxes/,2,0.01,0.00,0.04,6110000000,"[1,1,1,1,1,1,1,1,1,1,1,100]",2026-04-01,Organic,,
how long security clearance last,1,0,40,22,0.00,informational,https://www.tullylegal.com/resources/articles/how-long-does-a-security-clearance-last/,2,0.01,0.00,0.33,139,"[42,57,28,28,28,42,100,71,71,57,71,71]",2026-03-19,AI overview,,
how do you get full custody of a child,1,0,40,5,0.00,informational,https://www.tullylegal.com/resources/articles/how-do-i-get-full-custody-of-my-child-in-new-york/,2,0.01,0.00,0,150000000,"[35,50,50,21,21,14,28,28,21,28,35,28]",2026-03-21,AI overview,,
new york security clearance lawyer,3,0,40,14,0.00,informational,https://www.tullylegal.com/legal-services/security-clearance-representation/,2,0.01,0.00,0,52900000,"[22,11,11,33,33,22,44,100,77]",2026-04-30,Organic,,
security clearance loss of jurisdiction,10,11,140,12,4.12,informational,https://www.tullylegal.com/resources/articles/what-is-the-impact-a-loss-of-jurisdiction-can-have-on-my-security-clearance/,2,0.01,8.00,0.08,173,"[100,80,66,80,66,52,80,80,100,52,52,66]",2026-03-20,Organic,,People also ask
discrimination lawyer austin,1,0,30,37,2.33,commercial,https://www.tullylegal.com/locations/austin-tx?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Austin&utm_content=homepage,2,0.01,4.00,0.55,6220000,"[50,50,50,50,50,50,75,100,50,100,100,75]",2026-03-22,Local pack,,
real estate litigators near me,8,12,260,10,4.82,transactional,https://www.tullylegal.com/albany-real-estate-law/,2,0.01,9.00,0.39,200,"[54,81,100,43,29,29,66,66,54,29,18,29]",2026-03-26,Organic,AI overview,People also ask
how to get a security clearance,29,0,3600,27,1.74,informational,https://www.tullylegal.com/resources/articles/how-to-get-a-security-clearance/,2,0.01,3.00,0.02,166,"[54,35,35,35,29,54,54,54,54,54,35,23]",2026-04-26,Organic,,
phil hegseth military service,5,0,70,32,0.00,informational,https://www.tullylegal.com/our-firm/news/hegseths-younger-brother-is-serving-in-a-key-role-as-liaison-and-senior-adviser-inside-the-pentagon/,2,0.01,0.00,0.01,502000,"[5,3,10,1,0,0,0,0,0,0,0,0]",2026-04-23,Organic,,
houston litigation support advisors,7,12,140,16,0.00,informational,https://www.tullylegal.com/houston-litigation/,2,0.01,0.00,0.33,2280000,"[15,7,19,19,26,26,100,100,100,80,65,65]",2026-04-21,Organic,"Related searches, AI overview",
executive order for military,3,0,40,20,0.00,informational,https://www.tullylegal.com/2025-executive-orders-critical-changes-for-federal-employees-military-personnel/,2,0.01,0.00,0.33,0,"[100,18,18,81,63,18,18,18,18,18,18,18]",2026-03-13,Organic,,
dod secret security clearance how to get,1,0,390,41,2.59,informational,https://www.tullylegal.com/resources/articles/how-to-get-a-security-clearance/,2,0.01,5.00,0.04,17400000,"[19,44,29,66,81,81,23,23,54,66,66,66]",2026-03-27,AI overview,,
manhattan real estate lawyer,5,12,90,10,2.70,commercial,https://www.tullylegal.com/locations/manhattan-ny/legal-services/real-estate/,2,0.01,5.00,0.24,0,"[9,9,19,14,14,14,100,80,80,80,66,42]",2026-03-09,Organic,,
legal booking,11,0,4400,39,1.99,informational,https://www.tullylegal.com/resources/consultation-guide/book-a-consultation/,2,0.01,3.00,0.6,103,"[3,66,81,100,81,54,44,12,81,81,3,2]",2026-04-26,Organic,,
what happens if you fail meps drug test,7,10,110,3,0.00,informational,https://www.tullylegal.com/resources/articles/what-happens-when-there-is-a-failed-drug-test-in-the-military/,2,0.01,0.00,0,174000,"[100,82,64,64,52,52,52,52,52,52,29,29]",2026-03-28,Organic,,People also ask
dealership lawyer,5,0,110,13,12.17,commercial,https://www.tullylegal.com/legal-services/automotive-dealership-representation/,2,0.01,24.00,0.56,0,"[35,18,29,29,29,22,22,29,22,18,18,14]",2026-03-09,Organic,,
non judicial punishment,6,21,390,15,0.00,informational,https://www.tullylegal.com/legal-services/military-law/article-15-non-judicial-punishments/,2,0.01,0.00,0,0,"[44,54,54,66,54,54,54,54,54,54,54,44]",2026-03-13,Organic,Short videos,People also ask
new york mspb lawyer,1,0,40,5,0.00,informational,https://www.tullylegal.com/legal-services/federal-employment-law/merit-systems-protection-board-mspb/,2,0.01,0.00,0,49400,"[40,100]",2026-04-30,AI overview,,
what happens when you go awol,6,14,90,6,0.00,informational,https://www.tullylegal.com/resources/articles/when-does-awol-become-desertion/,2,0.01,0.00,0,114,"[34,19,53,19,26,34,34,26,34,26,53,53]",2026-03-14,Organic,,People also ask
how do i file for full custody in ny,1,0,70,10,2.85,informational,https://www.tullylegal.com/resources/articles/how-do-i-get-full-custody-of-my-child-in-new-york/,2,0.01,5.00,0.58,110000000,"[77,55,33,77,77,77,77,77,44,77,77,77]",2026-04-24,People also ask,,
adhd college accommodations,1,0,70,22,0.00,informational,https://www.tullylegal.com/resources/articles/can-college-students-get-accommodations-for-adhd-or-autism-an-overview-of-the-process/,2,0.01,0.00,0,153,"[3,6,6,9,6,9,21,21,53,43,43,43]",2026-03-25,AI overview,,
which periodic reinvestigation is required for continued secret,7,9,210,15,0.00,informational,https://www.tullylegal.com/resources/articles/what-triggers-a-security-clearance-reinvestigation/,2,0.01,0.00,0,9850,"[28,28,28,28,5,28,82,100,100,100,53,66]",2026-04-21,Organic,,
noncompete ban update,1,0,110,26,0.00,informational,https://www.tullylegal.com/resources/articles/2026-update-clarifying-the-legal-status-of-non-competes-in-texas/,2,0.01,0.00,0,1500000,"[36,7,19,19,10,12,15,10,10,5,4,2]",2026-04-26,People also ask,,
evaluation boards,1,0,110,18,1.32,commercial,https://www.tullylegal.com/legal-services/military-law/medical-evaluation-boards/,2,0.01,2.00,0.17,584000000,"[33,52,100,52,52,52,42,52,52,52,66,66]",2026-04-26,People also ask,,
spousal maintenance/alimony,5,0,70,20,0.00,informational,https://www.tullylegal.com/resources/articles/what-you-need-to-know-about-alimony-spousal-maintenance/,2,0.01,0.00,0.01,0,"[7,11,19,7,3,3,11,11,7,26,100,65]",2026-03-08,Organic,,
return to work federal government,18,0,880,32,0.00,informational,https://www.tullylegal.com/resources/articles/do-federal-employees-have-to-return-to-the-office/,2,0.01,0.00,0,0,"[100,23,1,0,0,0,0,0,0,0,0,0]",2026-03-10,Organic,,
what does making marijuana a schedule 3 mean,1,0,140,26,0.00,informational,https://www.tullylegal.com/resources/articles/what-rescheduling-of-marijuana-could-mean-for-federal-employees/,2,0.01,0.00,0,66300000,[100],2026-03-30,People also ask,,
ny prenuptial agreement requirements,2,0,30,1,2.95,informational,https://www.tullylegal.com/resources/articles/what-are-the-requirements-for-prenuptial-agreements-in-new-york/,2,0.01,5.00,0.9,124,"[40,60,40,40,40,40,80,60,60,80,80,60]",2026-05-01,Organic,,
murder in schenectady ny,1,0,70,9,0.00,informational,https://www.tullylegal.com/our-firm/news/ex-boyfriend-charged-with-murder-in-the-death-of-14-year-old-samantha-humphrey/,2,0.01,0.00,0,139,"[21,21,53,53,34,15,15,15,15,15,9,12]",2026-03-26,AI overview,,
how do i go about a divorce,4,70,110,24,1.98,informational,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,2,0.01,3.00,0.59,194,"[34,34,15,34,53,53,34,26,42,42,42,42]",2026-03-07,Organic,,Video Carousel
child abuse solicitors,7,46,110,0,0.00,informational,https://www.tullylegal.com/manhattan-family/child-abuse-neglect/,2,0.01,0.00,0,142,"[34,53,100,100,100,100,11,11,7,3,3,15]",2026-03-15,Organic,,"Knowledge panel, People also ask"
loss of jurisdiction,1,0,70,15,0.00,informational,https://www.tullylegal.com/resources/articles/what-is-a-loss-of-jurisdiction-and-how-can-it-impact-my-security-clearance/,2,0.01,0.00,0.33,127000000,"[52,52,52,52,41,41,52,29,41,41,11,29]",2026-04-23,AI overview,,
federal employment law attorney near me,1,3,50,60,10.53,"informational, transactional",https://www.tullylegal.com/legal-services/federal-employment-law/,2,0.01,21.00,0.9,153,"[18,18,18,27,18,18,18,45,100,100,81,100]",2026-03-25,Organic,,
dentes,8,0,480,39,0.00,informational,https://www.tullylegal.com/attorneys/evangelos-dentes/,2,0.01,0.00,0,91800000,"[25,20,25,46,11,25,52,20,31,25,13,20]",2026-04-19,Organic,,
new york state alimony calculator,1,0,390,17,0.96,informational,https://www.tullylegal.com/resources/articles/the-nys-spousal-support-formula-math-or-madness/,2,0.01,1.00,0.02,116,"[81,81,81,54,66,36,36,66,54,54,44,44]",2026-03-29,AI overview,,
revoking security clearance,1,0,70,17,4.33,informational,https://www.tullylegal.com/resources/articles/can-you-appeal-a-revoked-security-clearance-after-a-job-loss/,2,0.01,8.00,0.05,732000,"[43,100,65,12,0,0,3,12,3,0,0,0]",2026-04-06,AI overview,,
shavani com,6,8,90,23,0.00,informational,https://www.tullylegal.com/attorneys/shavani-naidu/,2,0.01,0.00,0,158000,"[52,41,41,41,29,41,64,64,41,52,82,23]",2026-03-21,Organic,,
fed pay freeze,3,5,50,10,0.00,informational,https://www.tullylegal.com/resources/articles/could-a-pay-freeze-be-coming-for-federal-employees/,2,0.01,0.00,0,0,"[0,0,0,0,7,53,34,100,26,19,11,7]",2026-03-12,Organic,,People also ask
traffic laywer,5,0,70,1,7.87,informational,https://www.tullylegal.com/buffalo-criminal/traffic-lawyer/,2,0.01,15.00,0.3,124,"[0,0,1,0,0,0,1,1,30,1,0,1]",2026-03-24,Organic,,
how long does probate take in ny with no will,2,5,90,11,1.01,informational,https://www.tullylegal.com/resources/articles/how-long-does-probate-take-in-new-york-state/,2,0.01,2.00,0.23,24100000,"[100,100,100,100,63,63,100,100,63,45,27,45]",2026-04-11,Organic,,
secret clearance renewal,6,20,70,20,0.00,informational,https://www.tullylegal.com/resources/articles/what-triggers-a-security-clearance-reinvestigation/,2,0.01,0.00,0.01,147,"[43,53,15,21,9,6,28,9,28,6,21,21]",2026-03-21,Organic,,People also ask
divorce attorney manhattan,7,18,110,35,14.46,commercial,https://www.tullylegal.com/manhattan-family/divorce/,2,0.01,28.00,0.45,0,"[11,7,15,26,26,19,65,100,65,80,80,80]",2026-03-14,Organic,,People also ask
lawyers in white plains ny,8,21,140,21,8.63,commercial,https://www.tullylegal.com/locations/white-plains-ny/,2,0.01,17.00,0.74,6550000,"[66,82,53,28,43,35,28,53,17,23,28,17]",2026-03-28,Organic,,
can federal employees use schedule 3 drugs,1,0,70,34,0.00,informational,https://www.tullylegal.com/resources/articles/what-rescheduling-of-marijuana-could-mean-for-federal-employees/,2,0.01,0.00,0.33,80600000,"[2,1,1,1,1,1,1,5,1,1,1,36]",2026-04-13,People also ask,,
federal government employment attorney,1,2,110,55,11.60,informational,https://www.tullylegal.com/legal-services/federal-employment-law/,2,0.05,104.00,0.73,164000000,"[41,64,64,64,29,23,82,82,64,100,100,100]",2026-04-24,Organic,,
security clearance mean,13,26,480,48,0.00,informational,https://www.tullylegal.com/legal-services/security-clearance-representation/security-clearance-faq/,2,0.01,0.00,0,171000000,"[100,62,55,55,4,3,5,8,8,10,5,5]",2026-04-14,Organic,,
